free_text,label_id
For tht those hv more thn 2 flats or 2 land is legal rest has to surrender properties to govt,2
"Once upon a time Bengal/ Kolkata was most prosperous states in India. Now it is compared with Bihar/ Odisa. Wake up Mitra. Use your knowledge to help Bengal, rather than delivering stupid lecture.",1
He would be a lone boss with all the supporters shifts with kejriwal.,1
We want to get rid of u Indians......why don't u hear our loud cries,0
"Only 13 % of jio customers converted into prime, so they extended d date😁",1
"Loot of people's mandate, is it democracy?",0
again the same thing in eyes of judiciary he is not terrorist he is accused in our eyes is terrorist and he deserved to killed who ever keep a bad eye on our nation he are she should be killed without no mercy,0
This problem is occur only in India not in other countries?,2
POSITIONAL BUY JPASSOCIATE ON EVERY DECLINE 13.00-10.50-7.50-5.50 FOR TARGET 36 AND 56 (TIME FRAME 2-3 YEARS),1
In government office implement the online transactions... also all parties should show off their account transaction for running their elections in RTI.,2
Dramebaaj anna kya bjp ki government aate hi lokpal Bill aur lokpal bhool gaye baat karne Mae sharm bhi nahi aatee,0
Unfortunately this is wat indian govt is capable of doing!!!!...i dint vote for modiji to see such crap..,2
"it's coward like  u who backstab .... just wait and watch .. u forgot the day when 2 lakh porkis soldier were freed from India ... by the way what r u doing in indian news channel , dont your country have your own channels ?",0
People talk about common man suffering all the time.This is the same country where thousands laid their lives for freedom.Cant the common man endure little trouble to stand in queues for the greater good.,2
I visited 5 atm but I cont able to withdraw from money..not working..,2
It was mobbing the poor girl.... Instead of helping her... Jump into conclusions ....impulsive,0
"oh...i get it...he's saying 'screw you bajaj, for making me do this'!",0
"udhav has shown bjp its place,bravo shivsena",2
Unebeivable atory. Some time back India was wrongly claiming surgical strikes in Pakistan and now claiming surgicam strike  by Pakistan. Wrong again.,2
please advice about Bank nifty & how the NPA will benefit for PSU Banks ?,1
We should use offensive defensive strategy doctrine.learn lessons from Israel ..and give free hand to security forces and covert missions inside pak to bleed Pakistan.,1
"Tollywood Parbhas Die Heart Fans Where Is Parbhas Acting in Bahubali 2 😂😂😂😂😂Bahubali 2 it's Graphics Cartoon Movie Don't Compare Indian Cinema Bollywood Movies Khan Acting Aamir , Salman & Shahrukh Acting",2
Shame shame & then these lowly so called educated civilised popation of Pakistan claim Pakistani army to be professional soldiers .... They true are professionals but are professional terrorists ..... Certainly not soldiers .... Not only India & Indians but the global world is now understanding & recognising them as professional terrorists.,0
"India must prevent Pak soldiers to cross LOC and their coming into India stealthily at all cost. For that purpose we should use bullets liberally. At the same time, India should also slap a trade embargo on Pakistan, and urge and  convince the US and other powerful nations to introduce economic sanctions against Pakistan for an indefinite period. Then only this terrorist state would be brought down to its knees.",1
"Haram - Pig
Pig - Scavengers
Scavengers - Eat dead
Harm Dead - Mutilation
Mutilation - Pakistan
Pakistan - Pig",0
"On the other hand Reliance Jio is giving for 3k - 3 months subscription to Unlimited calling (STD, Roaming), Unlimited 4G (this means actual 4G speed).  Oh and wait, they extended this plan from 3 months to 4 for the early customers. 
Airtel has got to lower their 4G/3G rates. For 1599 just 5GB internet? :|",1
Mistry has to substantiate wrong doing by Tata Sons: Tata Counsel,1
what is the view on suzlon energy in view of the purchase by canadian solar,1
Baba always wants to encash the emmotional  atmosphere hes lost his sheen drastically dramatically.,1
People will be happy if they have at 2 km,2
Please don't lose the series.. It'll be Shameful to lose against this Australian team at home...,1
India has become a leading country in mobile data usage: Mukesh Ambani,1
Agreed.,1
"Where is Intolerance indian Groups ....Where is all.khan ....
Amir khan muslim...on talking Every thinks....",0
Tweet or Hate ??,2
Indian Express found Shirish Kunder more acknowledgeable personality    for front page news --- This is where standard of Indian express gone down -- Oh I forgot Wife of Sitaram Yachur is resident editor of Indian Express --- Then it is ok,2
But that's hypothetical. BJP will never win.,2
Mohit Soni this is reality bro please read carefully,1
"5 lakh to both(unbiased approach) regardless of rank of medal👍👍, proud to be a footballer😐",1
Pakisthan has got no guts to admit any thing true....liars,0
I'm not a salman fan mate but i think you are a fan of zee news nano chit in 2000 notes and lets not talk about intellect here coz people who have low intellect judge people based on their choices,2
"----Majority of Kashmiris are pro-India but are unable to assert effectively in order to bring normalcy in Kashmir hence on invitation I will be going to Kashmir where with all the pro-India Kashmiris we (through political movement) will try to bring normalcy in Kashmir and also to solve Kashmir problem as mentioned at:-

http://aapress.com/ethnicity/indian/another-opportunity-to-solve-kashmir-problem/  OR

http://www.alwihdainfo.com/Another-opportunity-to-solve-Kashmir-problem_a43528.html  OR

http://www.pakistanchristianpost.com/letterdetails.php?letterid=790 OR

https://groups.yahoo.com/neo/groups/kashmir-global-network/conversations/messages/50215 

Regards

Email: hemraj_jain@yahoo.com",1
But lynching was never a part of the freedom struggle but how can the chaddis who were always chamchas of the British know that?,2
"Dear India,  stop playing with the emotions of your people for votes.",2
Why don't you compare the five worst riots post Independence and let's know where he faltered more than the Congress CMs of the other riot hit states,1
"I remember Japanese fan doing that during last FIFA world cup, now am wondering if Mizo's are decedent's of Japanese during World War II in famous battle of Kohima between Britishers and Japs 😝😝😝
P.s. Pun intended",1
When is work on NH-8 getting completed? Particluarly Hero Honda Chowk??,1
Anna hazare is agent,2
Ask the khans to do it... Any ways they kill them when drunk.... And then start with being human,2
"You can be sure that the gunman was a white American (christian and not a muslim), otherwise the headline would read ""muslim"" and not ""Beer-drinking"" as the first word.  There would be more calls for Trump's  ""muslim ban"", which the world's laughing stock has failed to implement - but will the great Orange One now call for a ""Beer-drinking ban""?",2
You should not take this guy seriously.After all his only contribution is producing three children.,0
What the hell is happening 🤔,0
man what's with you people copy pasting the same comment everywhere.. don't y'all get tired..,2
"Amma will always remain in our Hearts
May her noble soul Rest in peace.",1
i like,1
Irony is your display picture at one end you are happy seeing some one innocent dying and at other end you are praying to not kill an innocent,2
What about Tata motors.. Has there been over reaction.. What's your view,1
You army entered like thief's in our territory.  Your army-men are cowards. India did surgical strikes and informed informed your army.,0
No one can defeat Modi now Bihari people might be saddened they dint elect bjp jdu a burden for them,2
#salute you my friend,0
This puppet came out for MCD election #chutiya,2
"They r getting benefits as those areas r not getting used that's why's , start ing roads will make them weak ,",2
r u guys from dis university? Gaurav Seth PJ Anshu Mishra Shubham Singh,1
It's alright. We lost a match not the series. Losing & winning is part of the game you can't always win every game. You win some. you lose some.,1
So they fired across the border then went in to mutilate the corpses . Sorry I don't buy this at all.,2
"Yes sir. That, of course will happen. When cow become President, PM, CM, MP, MLA and human loiter on road foraging for food, dying after swallowing plastic.",2
Guess what...  All this happens daily right..??,0
"11000 or 11 Lakh. In the end, truth prevails and the truth is that Kejriwal delivers! Period!!",1
"True, any good work is opposed by group of vested interest.In fact our political parties often support such elements in search of vote banks. Aggressive media activism is also absent. Hi",2
"would like to know on Welspun india, REC, Wockhardt, GATI, and Metalyst",1
True,2
".However, reservation is not poverty alleviation scheme, it is there for only those social groups, historically who has been exploited, marginalized, rendered weaker. Muslims wanted window within OBCs, Supreme Court says, you can create subwindow within OBCs, without breaching 50% barrier, but not on the basis of religion.",2
I am for freedom of speech but against the lampooning freedom of speech of another young person!,2
if they not then their Image will be  further deteriorated,0
We will see a new battle btwn Tata sons and shapoorjees..,1
Mens blame .daily soaps for women s .mental violence against men,1
"And there was a time when we had Congress both at the state and at the centre, 15 years in Assam and 10 years at the centre, and most importantly a PM nominated from Assam!",1
He  should be payed by police who kept the money with them. Or as promised RBI,2
our President has no history like modi who kills thousand Muslims in gujrat,0
Mouni baba open mouth,2
"1). Rule says that loudspeakers should not be used between 10pm and 6am.

2)""If Muslims have the right to give azaan, non-Muslims have the right to sleep peacefully."" High court verdict",2
If india can fire on innocent civilians then mutilating their soldiers is fully justified,0
"Mohammad Usman. Get out from my country. 
Partition was based on two nations theory. So ALL MUSLIMS SHOULD HAVE GONE TO PAKISTAN.",0
But it's a big decision and TATA need to clear the air.,1
"You are the best of all...💞 
Our Cutiepie...
All the best 😊 for your film 🎥 #PHILLAURI...💕",1
That will soon happen when china will be depend on Pakistan. Supporting Pakistan means end of humanity,0
Hope u get well soon. My wishes for u. I got it there's no point wasting my time to make u understand anything. All the best buddy.,2
Correption made essy becouse  2000rs note are big amount as compaire to 500rs and 1000rs.,1
"Please leave this secular stands, do something good to society",1
In mumbai too many top politician will pray for his health,1
"Then what happens in pantry coach dedicated for catering in every express..do we really get food, meal from the picture above when we travel by indian railways? If yes then please let us know the name of the express...the fact is the railway passengers get pathetic food served in indian railways...",0
There are many people who are dumb enuf to undrstand dese things,2
"Bhaiya sabse pahle ye hai kon... mahangaayi badhi to banwaas pr gaye hue the,
Note ban pr ese ghayab hue jaise gadhe k sir se seeng,
Patrol and eatables price hike pr to ye mr india ban gaye the k kahin dikhe hi nahi.  Or ab aagaye neend se jaag kar k chalo thoda publicity b lelun.",2
"Congratulations Bmp & Modiji, Please do something to develop India, Except good speeches",2
NDA rules party 🎉 good governance 😝😝,2
What has bjp done in last 10 yr in MCD...stop barking..do work now,0
"Thanks for acknowledging, I'm a Chelsea fan though so I'm happier than you too! :)",1
These were happening 24×7. But the administration was always in sleeping mode.,2
Pm is lair means den u lair nd u praying god also lai,1
She has been so priveleged all her life. But we have to work to meet our ends. We don't get to make our choices.,2
please comment on rain industry  regarding today stellar result,1
Royal Enfield is icon... its not possible to shake image,1
So called #GauRakshaks..... Claim that they r protecting 🐄 in d mother #Gaumata.... And dese #Gundaz sell der mother in d market...#Export der mother to the other countries.... when shes of no use for them...... #Shame on dese #Bhakts....,1
communal feelings on peak in so called multicultural country,0
Pappu is on leave till next election :D,0
"Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). We expect apology from your side for such a mistake.",2
sharukh travels in a broad gauge ......steam engine reporter can stop whistling for every steam during the news,2
Agreed..,1
Heheheh how can you suppose that they care about their image? They (Pakistani) are heading toward to sell whole nation to China in the name of CPEC.,0
"Matt Ellis I would not believe a thing israel says, as israel lies like its sugar Daddy america. It too claims to be a country that cares but when you look behind the curtain there is nothing but lies, Hatred toward others and Death",0
Will metals rally for sometime now,1
Ram NATH ji Goenka must be feeling shame on his successors...,0
"Really Mr. Jack, then Plz reveal how much black money is destroyed, banks received around 99.8% of 1000, 500 notes back in accounts then where is the black money.",1
Not surprised! Perhaps u did not hear d news of launching of cow -ambulance service in UP recently. No ambulance service for poor n needy but focus is on cow.Ridiculous!,0
"Haha, so 60 years no development, only loot !!! Good you accept now !!",1
"Pak Army intruded into Indian terrirtory, killed indian soldiers, had some laugh cup of tea with biscuits, mutilated their bodies and went back to their barracks, now tell me while this all rubbish was happening what were indian border forces doing watching mia khalifa and sunny leone?",0
Heh turkey is the 3rd class pathetic country i know.,2
Don't u think u r going too far u Son   of a B****........#Nigam,0
"�

 ♥PYTHON♥BOT♥TEAM♥

♪----» TAYYAB-XD.TK «----♪

♥♡o. BOT OWNER 💢 TAYYAB KHAN 💢",1
Surgical strike by Pakistan and we do surgical strike through media! Long live Modi diplomacy!  #SaveIndia,1
No,1
Digesting cattle food,2
Mr. Kunder correct your facts. Prove it he is goon.,1
"Illiterates have started teaching to highest literacy rate people now.
Do u know ur literacy rate in world among muslims ? It is just 0.27%.
Horrible..! The lowest literacy rate among all religions.",2
Our Hon'ble governor is Best  But Some one not ......,2
For maintenance bajaj will keep the bike and you have to get it from the workshop when u need it,1
Sitaram Yechury is an amiable person from the Marxist lobby dominated by the hardcore ideologues.As a member of the upper house he contributed very constructively.,2
you mean investment made with relations and friends of the above,1
We Still support Modi sarkaar rather than Chor Congress...Modi sarkaar is much more better & stronger than Chor Congress...,0
"If it is to be banned, then it should be banned for all other religions as well.",2
Jio Effect. Its like Modi { Jio } and rest all.,1
You can not escape from the sin of promoting this useless fellow,0
ex pm spoke jst wt he has to speak as opposin member.other than ntng,1
Sanghi dose mila hai Annaji ko fir se kyunki  Delhi me jo MCD election hai filhal.. Ab sab ko samajh gaye hai Lokpal aur corruption crusader kitne paani me hai aur kis k saath hai.,2
This is time invest in bank stock specially SBI & Icici?,1
Who care what she eat... Even she eat poo we don't care,2
"Time come to close JNU  by government. 
Why this type of Institute is run by wasting our tax money. 
If JNU students have guts then please earn some money then pay your fees. 
Why tax payer money wasted. 
SHAMEFUL",0
4 people died and Indian express finds humour in it..rip journalism..,2
Lol Indian army 🐶pig army ha world 4 largest and 4 time greater  can't fight with  Pakistan  😂😂,0
Modi banded 500-1000 notes. So his next step should be to band congress party,2
"Transformational and reinventing sustainable India. Also, rebuilding credibility of core Hindu value of live and let live with mutual respect for all.",1
Kashmiris also not against people of india but Indian occupation,1
What does the word cost mean? Does it take foreign debt into consideration? Does it consider human wealth?,2
Fcuk off Shikha Sharma,0
"Mr. Narang it's just the matter of time, I am not stupid enough to believe that govts works for the betterment of masses.. you need to read thoroughly The Prince by Niccolo or the Republic by Plato. I am sure once this govt complete it's term in the office we will have bigger scams to quote... And that's what Dr. Manmohan Singh is talking about...",2
"Hello, what will be Sun pharma in short term and long term?",1
For what reason?ifu,2
"Nothing new on it. Indians only gossip, take action instead of spreading failures",2
I want to upgrade from my 180 CC to 400CC,1
tech mahindra down nd other it stock up like tcs infy wipro..,1
Its like duke 390 why they took so much time to launch it.  Just give a name & changing some out look & reduce price ????,1
No respect for him now,1
Sehwag your comments made  no  sense  at all.   You should  not have made the stupid comparison.  There is a big difference cricketer  and a martyr .,2
"I bought One Plus 2 just about two months ago..2 days back I dropped it and got the entire screen cracked. Though it is working fine.
But I am not able to repair it due to unavailability of service centre in Jammu & Kashmir...
It's frustrating",2
"That's what happens when you can't discern between a military activity and an act of barbarism.

   Remember the NLI, bodies of whose soldiers you refused to acknowledge during kargil conflict.

    So, keep your knowledge to yourself and live in your own fantasy land.",0
Cows are definitely gonna vote for Modi ji in 2019 ;),2
congress mukt bharat k saath saath Tumlogo ka v safaya ho jayega.....haram khoro..... 3 Yrs me 5000 Hindu ka converstion hua islam me .....is par kya bologe.....chutiya.  Party of India CPI.....,0
Why am I not surprised. Another dictatorship begins to form,2
A true legend... simply unparalleled... kudos to the greatest philanthropist...,1
Stupid survey 👎👎👎,0
Anna Hazard is a novice now. His voice has got no value.,2
Well Kuwait is an American colony isnt it?,1
This time your post is much more positive then previous one Sir @udayan mukherjee :D,1
We have enough support already . Turkey isn't our ally more like a traitor & have come to solve Kashmir issue lol,2
"I support his speech, RSS is divider of country, they do not want to stay peace in India. communal",0
"Perfect example of ""Vridha asharam- when people can just see and repeat words which they have heard in early morning "" Indian media is using AANA JI to take only wrong or negative  comments either it's for BJP or AAP .... but would say POOR PERFORMANCE",2
This would be the first time in the history of Nobel Prize that a bitch's name is being proposed along with HUMANS...!,0
Of course nothing can be made in porikistan except training the militants.that was well known to chinkis & they took advantage of it they r colonising in pokistan looting thier reserves through cpec,0
"Name any minister or MLA/MP whose son is working in ARMY/BSF/CRPF or has sacrificed their lives for the nation while serving at the border?
2. Name any minister or MLA/MP whose children are going to government schools?
3. Name any minister or MLA/MP whose family is treated in common government hospitals and not big private hospitals?
4. Name any minister or MLA/MP whose children do not own big luxurious cars/homes millions of rupees?
5. Name any minister or MLA/MP whose family has not visited abroad on taxpayer’s money?
6. Name any minister or MLA/MP whose family do not stay in 5 star hotels when they visit other states within the country. 
7. Name any minister or MLA/MP whose family couldn’t get a railway or plane ticket even an hour before. 
There is a big such list. They can make us fool by saying all people are equal, but the reality is what we all know and experience.",1
"Now this idiot realises truth after being slave of a Single family rule , who destroyed our nation all these years !!!!!!!!!!!!!!!!!",0
Mr. Macchiwala I have spoken to Muslims in Gujrat and they were thankful to him because he saved their lives. I don't know where do you get this idea that Modi is responsible for riots.,2
Sir you have open the doors of competition in the telecom market... Good bless you..,1
Is actually Kassab hanged and died natural death out of Dengue? We have doubt and govt should release video evidence to prove that Kassab was actually hanged.,1
First of all finish these so called intellectual who are supporting anti-national,1
"Please don't change, kujliwal is needed for BJP just like Rahul Gandi",1
it's 2PM already  but program is still not aired.,1
Why Linux is free and virus proof? Why microsoft windows so expensive? Why it is not virus proof.? Why all PC manufaturers prefer microsoft windows over linux ?,1
Tow terrorst killd at bouder...indian army is a terrorst mob,2
I have a question for you sir. Can you please name the temple please also which Kashmiri Pandits are chanting bhajans?,2
You are great n no doubt we are with you,1
"Also according to her feminists who are ""aggressive"" are comparable to Nazis. Does she even know who Nazis were and what happened during the Holocaust? Is she really comparing ""aggressive feminism"" to genocide?",0
Pakistan is sending dead bodies to India .. :D like yesterday attack,1
"In graduation there is a sub.  Of Political science. If u knw thn this pist opinion poll playing very important role in terms of propaganda, to set people mind.",1
Nonsense,0
Revenue projections have to be owned by minister irrespective of projections that is given by industry. That is the only perspective. He should think of scenario building and contingencies in case projections. That is the business perspective. He has to get beyond of self glorification and just own up his budgets,1
"The country who has an illiterate pm like modi what the people can expect from him 
People are dying in india without home and food but pm busy in making adhaar card for animal 
It's really a shameful situation for 125 crore indian",0
Anna you don't see the corruption of BJP and Congress that's happening from past 60 years ??,2
Could you Ask Vishal on his Views on Automation and Artifical Intelligence on how to reskill people,1
"Vishnu Sreevalsan on this mother's day you can greet them.
""Hope your mummy stays yummy this mother's day.""",2
"#ENTERTAINMENT | After #NiaSharma was slut-shamed for posting a music video, the actor had the perfect response: she posted a second video!",0
Call in the airforce and bomb the hell out of dantewada,2
Crocodile tears.,2
"It takes quite a while for mkts to consolidate. If u want cash immediately, get married to someone in the Q and avail Rs. 2.5 lakhs cash. Don't forget to invite Bank Branch Manager for the wedding to enable confirmation!!!",1
"Friends ..stop giving so much importance to these fools...Chachunder, just....",0
How come all the script that's mention on cnbc 20/20 never makes it tht,1
""" JAMMU & KASHMIR STATE NEED BUSINESS CORRIDOR ""

Now j&k state people are in excitement and they were misguided by infiltrators. Since 10 days I got thousands of reply's received from j&k state people and some of Pakistan people's  which was I wrote thesis, regarding intolerance in j&k state.

Here some people are depend by terrorist Organisations and Pakistan MILITENTS and other Anti National Elements. Now they people are making  stone pelting on Army and Police and they raised slogans favor to Anti National attitude and wearing ISIS dressess and with Pakistan flags.

J&K State students need to get admissions in South INDIA Collages because there is no mutual understanding and interaction between j&k state and South states, In my verdict this is the big salvation for intolerance.

Need marriage proposals between South and North with j&k state people.

J&K State suffer by Lobour Acts and implementations because there is no route map for life survive with good opportunities this is the major problem in j&k State that's why teenagers following unlawful Act.

Need Industrial Hub in J&K state for better earnings.

I request to Prime Minister MODI Ji that, please bring the new reforms for j&k state for better future to our Citizens....Jai Hind 

S V P YADAV
Journalist
+918019563514",2
Should be stopped,0
Yes,1
They will now transform into the bike... I just know it... Human transformers!,2
Sir u Carry on! India now understand who are fake,2
He compared it with regard to infant mortality. Having 100% literacy rate doesn't give right to kill infants.,1
Do some research and ground work.. dude.. media is not giving correct pic.. more than 80% Indian support modi's decision..,1
"Anirban Kundu 
So you are the pesticide",2
"Jio - A change ,aweaome jio ,slap to idea airtel",1
"You proved yourself your mentality.
Read comment , understand intellectually.
If you don't have any knowledge about visual technology. U should nt novice comment
I don't comment about scripts .",1
"Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal.  A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa).  We expect apology from your side for such a mistake.",2
It is a darma ..no viletions by pak army.. India army is a presure of unrest in country..,2
"now on wards.....we have to follow new way with banks,,,,in previous days we were deposited our total money and we with draw what ever req. we do....but now on wards we have to do need based deposits only...",2
Secure ?? Lol,2
Hypocrites are everywhere.,2
Transfer fee is the additional backfire on Existing Monthly Budget.......,1
"It is individual choice of being working mother or not working mother, no one has right to put forth their opinion on others. it is not a competition , rather it is justice to the talent of multi tasking which is not her cup of tea look like.",2
So humble you are Mukesh Ambani.. your  pieces about Entrepreneurs  should inspire a generation.. 🙏👍👌,1
We actually need strict application of laws for such senseless drivers ..,1
whether Q2 expected to be good for bank stocks  Q2 result start from South indian bank tomorrow,1
Tum logo ko swapndosh ki bimari h isme kisi ki problem ni h.2 tukde to ho gye ab kya chah rhe ho 10 12 ho.,1
I remembered the scene in OMG!! where Paresh Rawal describe the same scene as this news,1
"Bot On Fire 💙 Powered By 💙 Md Adnan 💙 

Self Site <3 Faxt.tk <3
Site By 💚 Usama Ahmad 💚",1
Ab iski aukaat hi kya rah gayi hai ki BJP waale inki chinta may duble hon? Bus media Abhi bhi inko cover kar Raha hai.,0
"No other state has developed as Karnataka.. check the number of companies that are opening their over seas branch in blore.  QATAR AIRWAYS also starting local airline with base as blore...

Siddu  has got dreams to blore in his sleep.....",1
Also using the same while free schedule found phone calling very poor performance and little bit disappounted. Its not understood living in Ahmedabad gets such annoying experience then wt abt small places or towns ?,0
"United nations declare hafeed syeed a terririst
Osama was killed on ur soil
Malala was atacked by ur terrorists
U support terrorist

All fake. Lol",0
tell you  one thing your succession is after your boss resignation ...am i correct or wrong ...,1
"Why he is scolding her who gives right to MLA to shout like this on SP of city....she was only doing her duty according to law...if there is something legal according to law then it's police duty to stop that ""dharna"" police don't work according to public sentiment it work only according to law. If this MLA is really worried about liquor then why ruling party is not putting ban on liquor?",2
Well way to go for patriarchalism... We dont need a reason for a war or battle... We just need to be oblivious... It will happen on its own,1
Drona Goswami did u forget gulf states..,2
Happy? I hate this corruption & modi said he would remove it but will fail. That is what I meant. The politicians & officials are corrupt to the corr. All of us suffer.Demomonetizatio will do nothing against it.,1
"True China don't need militants , the ace product of this terrorist state ...",1
will get Z cover like salwari baba and national award like Baldy kher and rajya Sabha seat like Z owner thug. keep thugging for mire and licking RSS shoes.,0
"Pakistan was involved in duplication of Indian Currency they were sending these fake currency in India to few traitors
And now those traitors are feeling ripped off from their possessions
Most of them are hiding behind our poor people and saying gareebo ko maar diya
But actually these traitors are dying 
#salutetoPM",2
That's good I welcome GST people have to be paid tax and so tax money spent on Indian economy 😀,1
Then start resolving Kashmir issue.,2
They were muslims and they were not stealing cows but you extremism has killed both of them.. Such a Terror country who owned himself as a democrat  but infact they are extremist .. Such a shame!,0
#Karanjohar better look at it,1
The U S Government of Donald Trump will do nothing,0
Yàar my ears r bleeding  stop this 😑 get the bike on stage,2
If true this is what India needs. Innovative and creative. NOT whining ranting complaining and self destructive paranoid comments,1
We dont disturb everyday.,0
There is no comparison with RE...  It's baap of all bike's..,1
Paid Media +RSS+BJP + Anna V/S Imaandaar Kejriwaal,1
"Sonu is right... 
Muslims believe in nirakar philosophy ...
Then y they build mosque with loud speakers... They can do worship allah at home..",2
Menakji when the entire police force and security forces are deployed to protect the political class. There is scarcely any police force left for the protection of citizens hence crime rate is bound to raise. This is simple logic.,2
Shame on shiv sena ...he should have been thrown out of party !!!,0
"Where is 56"" chest and his andh bhakts will they take serious actions r they will do kadi ninda 😠😠😠",2
Mr Modi sorry to say u r forgetting that u r giving birth to a new crime in money gamble only a month has passed already there are so many raid have been done in new currency forget the old currency,2
Jay hind Pakistan me jabrdast  Hamla  Kare Hmari Sena  jbab dena  jaruri h,2
"Part time online job without investment 
Most important job for Facebook expert 
Earn 15000-25000/-month 
Open play store 
Install champcash mony free app
Sign up with champcash 
Refer id-12935304
Install 7-8 apps in the champcash and start online work",1
"If population control and safe sex is immorality, no wonder we're the second most populous country on this planet.",2
Useless deals.....but it encourages the e-commerce industry,0
The guy who made  obscene comments is mentally ok . Is it? Sounds so funny ......,0
Modi knows to talk n thts wht he is doing n giving fake promises. He says that in long run there is good country can any1 say to me wht good he said is going happen bloody blind n dumb ppl I hv ever seen,0
misuse ....aadhar should not be used as a card for identity proof -strictly,1
Sir to ask 1 more question...what is keeping Irb infra buzzing..is its IPO round the corner ?,1
Karan Johar world knows you are a gay,0
"http://indianexpress.com/article/india/fatwa-issued-against-reality-singing-star-nahid-afrin-by-42-clerics-4569825/

Dear Indian Express,
I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. 
A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). 
We expect apology from your side for such a mistake",0
Congress has to elect pradip bhattacharya to the RS during the same period from West Bengal..,1
"She is not fit for lPS. An IPS officer should never be emotional while on duty and that too before an MLA who is rudely behaving with her. She should be bold and strong enough to handle the politicians in such circumstances. First of all she should not have ordered for a lathi charge. Women were protesting for a good cause ie, to stop selling liquor near the villages. After the lathi charge, MLA intervened who represents that village.",0
"Bank nifty cracked today,  where are we going now",1
We make  issue and do ninda. We do not take any strong stand against it. Why we have deal with many countries when we can not use our arms  for this situation. Are we waiting for them to come and do the same to civilian.,1
These are personal choices and it has nothing related to love or hatred. Stop your nonsense.,2
People already started closing their ears after listening.. will close their eyes after launch ;),2
Well said sonali,2
Language is very bad ......we the voters are still alive to see what is going on .....if any of the party who will not work ...we will send them to home ....don't worry,2
THIS IDIOT DOESNOT KNOW THAT PRESIDENT IS FAR MORE STRONG THAN ANY OTHER FORM OF RULE.,0
