free_text,label_id
"Seekers of Truth , Start out by watching the `` Benjamin Freedman Speaks '' video @ youtube .",0
"com/watch ? v = hXBcyX97jGM then move on to watching , `` The Loss of Liberty '' film @ youtube .",0
com/watch ? v = kBD6Gm6VoDM Then watch 8 min. Obama at AIPAC @ youtube .,0
com/watch ? v = KrdyCxpB4fs And then the entire Myron Fagan video @ youtube .,0
com/watch ? v = 6OK6ks7BSOY For a FREE informative BOOKLET & video on the Zionist-engineered INTENTIONAL destruction of White people go to : youtube .,0
com/watch ? v = n663eVTSyS8,0
Try El Paso Texas Soo much mudd invasion that the river is the same color as those playing/crossing in it .. year round !,1
Welcome to the front lines ...,0
"Folk , Faith , Family Hail Victory !!",0
Nice to know that are still a few men out there who `` have a pair '' .,0
Your courage and honestly are apprecated .,0
Jesus Christ is Lord indeed .,0
Y' all have a nice day .,0
"I suppose the concept of a male cow and a female cow producing MORE cows , and the repeating process is too much for them to understand .",1
May they all get mad cow disease .,1
The sooner the better .,0
That's all I needed to hear .,0
* Unsubscribed * Off to the SA threads .,0
There are White folks that require a little of our time .,0
I guess Mr. Pena forgot about the black speed skater who won the gold and is being glorified on NBC every 5 minutes .,0
I'm having a hard time believing this .,0
I have 2 friends in CS and neither has EVER worked with a black .,0
"All their coworkers are white , NE asian or indian/paki , except one guy worked with a mestizo for a few weeks on a project .",0
"Hundreds of people , but no blacks !",0
"I also attended a Masters/PhD graduation ceremony at a major state university a few years ago - none of the CS degrees were awarded to blacks. [ a couple computer degrees went to blacks , but they were in IT with a focus on internet marketing/web-commerce ] So where are all these black computer geniuses hiding ?",0
"Over and over , you hear about home-schooled kids beating out public school kids for spelling bees .",0
"Unfortunately , there are some poor White families where both parents work .",0
"Perhaps if a school district has only a few White families left , they could get together and each parent could teach the kids one day per week .",0
The parents who could n't teach on weekdays could teach on Saturday .,0
That was me .,0
I have no intention of ever setting foot in Mexico so I 'll have to take your word for it .,0
they act as if negros with aids should have the right to reproduce when they will die off and have no way to take care of the kid I cant believe that they are doing this by the millions its crazy,1
Good.,0
I hope they all starve .,1
No white person should send a single penny or lift a single finger to help them .,1
"He's a retarded feral negro ( yes , feral humans who cannot talk occasionally pop up , having been abandoned as children. ) .",1
"He walks upright , and has human arms and legs .",1
I 've seen negroes who look ( and undoubtedly act ) like him .,1
http://www.occultopedia.com/f/feral_children.htmhttp://www.ling.lancs.ac.uk/chimp/la...E4/4kamala.htmhttp://www.occultopedia.com/w/wildpeter.htm Aragorn,0
"The reason large white families were encouraged those days was to build up the population of white Germans , which were ravaged by the jewish attacks at them during WW1 and in hyperinflation 1920 's .",0
I see a nation where I can walk out my front door and not feel like a minority in my own country .,0
Where a white woman can go about in public and not fear assault by muds .,1
"OK, I have been through some of the other threads on this section about NS and watched a few videos on YT .",0
It has obviously been misunderstood and i would been keen to learn more .,0
I retract - always .... Always because an animal lacks the skills to properly raise a ( half ) human child .,1
I apologize for my ignorance .,0
There should not be problems between the different classes inside the race white since we are all whites they should be joined to fight against non-whites they are our enemies .,1
If a person is white and he is a Christian or a Pagan then i consider him as my brother or sister no matter whatever profession he is into .,0
Can you give any examples of progress made by skinheads or the Klan ?,0
Seems to me they are in precipitous decline .,0
Ive been around here for four years and seen almost no class divide .,0
"I dont really like even talking about it , because I fear we will create a division where there is none .",0
Black ``women''on London transport ...,1
"Racist woman rant in London part 1 - YouTube ORIGINAL Racist Black Girls Fighting , South London Railway Balham to Mitcham 18.11.2011 - YouTube",0
"[QUOTE=Trotis;10497843]Isn't South African chocolate made by overseas companies based in SA ? ( British and Swiss ) Would a `` Mars bar '' taste different made in SA compared to one in England ? / QUOTE ] I would have thought so too , but the stuff tastes different .",0
I think it has something to do with the type of sugar or where the sugar was originally grown .,0
BTW - I do n't recall seeing a Mars Bar in S.A ?,0
I never drink diet anything either because of the aspartame and water is for the fish .,0
"I try to avoid the GMO stuff too , but since they do n't label the stuff it 's hard to do .",0
And then you need to avoid High Fructose Corn Syrup - bad for you and made from GM corn .,0
You also need to avoid anything Soya .,0
And then there is the pesticides on your fresh ( ? ) fruit and veggies .,0
And the non-edible chemicals in the processed and sometimes not so processed food .,0
In the end the only safe thing to eat is grass if you are lucky enough to have your own garden ( or grow your own food if you have the space ) and hope to hell the government here does n't do chemical spraying .,0
"Hell , the way we are deliberately poisoning ourselves I 'm surprised we have lasted this long !",0
"If not kept in check , we may very will be living in an actual Planet of the Apes soon .",1
YouTube - & #x202a ; Kenya - Hacked to death by panga in front of film crew & #x202c ; & rlm ;,0
Racist attack by blacks on a young white girl in France .,0
Negro holding the camera laughs with glee : Dailymotion - Agression raciste contre une jeune fille blanche - France - une vidéo News & Politics,0
Negro rainforest `` music ''.,0
"( If you click the video , the video comments are full of self-hating whites ) : YouTube - BAKA RAINFOREST PEOPLE YODELLERS",0
I have n't been able to finish watching even one of these videos .,0
As soon as I hear them uttering their monkey gibberish I feel like smashing my computer screen with my fist .,1
That would be too expensive .,0
"It is very hard for average Whites to see their own disenfranchisement , let alone realize that it is planned .",0
This is because much of the disenfranchisement is by way of destroying White cultural identity and pride .,0
So contributing and participating in any way to opportunities to instill pride in White ethnic heritage and even White American ethnic heritage will go a long way in helping them recognize what is being taken away .,0
Pffffft!,0
"Ive seen that crap too , and thought WTF ?",0
I can picture him as that baby monkey on the ' save the rainforest comercial or whatever,1
"Thanks for saving the picture but the one I saw was a black guy looking at a laptop and a White girl sitting next to him , laughing and hanging on him also looking at the laptop but they did n't show what was on the laptop .",0
They were in a living room sitting on the couch implying that they were a couple .,0
Its really sad how so many whites just don`t even care and there actually happy that this is coming to be .,0
There's more sex and sleaze condensed on the shelves of the check out line than you 'll get in 2 hours of TV - and 2 hours of TV is lethal to your spirit !,0
"And her husband is Tom Brady , this good-looking White Nordic guy : Here 's a photo of them with their ( white ) children :",0
I actually celebrate Black History Month .,0
I have a dream - one of these days Black occupation of America will be history !,1
The Jew represents the snake .,1
All you need is to cut off it 's head and the rest of the problems will crumble away with ease,1
"I hate to see such beautiful white females become victims of these sick , violent merciless animals .",1
Separation is the only answer !,1
White Power !,0
While they are in prison the kikes should get the same food the regular prison population gets ...,1
Who the hell cares if its not kosher ...,1
This is n't the local 4 diamond Hilton situated on some sunny beach ...,0
"i've felt anger when i 've read it on forum , but we have to do our part and speaking at loud voice this fact , because , for example , i 'm from europe and this fact is not pased on tv news or in the news paper ... knows your enemies is the first pass for vicory on them !",1
We dont care about Alaska while it is not white land .,0
We are more concerned about ZOG controlling US and Russia .,1
What would you have done instead ?,0
"Ignore the genocide on Serbs , turn your back on your own people .",0
Then you are a traitor .,0
"Finns mixed with swedes and got blond hair and blue eyes , but ethnical finn look like tatar : dark hair , dark eyes , short height , round face .",0
The reasons : Alcoholism takes around 150000 lives every year .,0
Aids - around 20000 every year .,0
Emmigration - around 50000-100000 per year .,0
Heart diseases - around 100000 per year .,0
High mortality rate - like country is at war .,0
Lowest birthrate in world .,0
"http://www.guardian.co.uk/russia/art...772175,00.html Attaboy , Putin .",0
"If I were in the audience , I 'd clap till my hands were numb .",0
That 's telling worthless s.o.b.s like Cheney what they can do with their cheap words and crocodile tears .,0
I have long loved Tchaikovsky ballets and Mussorgsky operas and now I enjoy Russian traditional music as well .,0
"I just bought two CD 's featuring the Russian Radio Chorus Orchestra , Orchestra Vladimir Avramow , and St. Petersburg Balaika Ensemble playing such songs as St. Petersburg , Why Should I Be Sad , Dark Night , The Long Way , Wolga , So Many Days , Nastassja , Two Guitars , Fields , Hai-Da Trojka , Bandura , Tschubtschik , Troika , The Cossack , Our Little Village , Stenka Rasin , and many others .",0
"I was recently in Zaporojie , Ukraine , which has a famous Cossack enclave , where I had the opportunity to dine at a Cossack restaurant and listen to traditional Cossack music played live .",0
Listening to this music brings back memories of all my visits to Russia and Ukraine .,0
"I keep telling people about things like this , and they never believe me .",0
I want to show them this thread .,0
This is great !,0
Hispanic: A woman threw her 2 1/2-year-old granddaughter several stories to her death from a walkway at a shopping mall http://www.news4jax.com/video/25962136/index.html negro : -- Police arrested a 17-year-old who they said burglarized a home over the Thanksgiving weekend .,0
"Jacksonville police said Brian Williams broke into the home on Braddock Road while the family was out of town and baked brownies , drank orange juice , surfed porn websites and loaded up the victim 's car with bottles of liquor .",0
http://www.news4jax.com/news/25976955/detail.html,0
"You can have your site on Odins Rage but host your picture and zip files somewhere else like geocities.com , cause Odins Rage doesnt give much room .",0
"Couple Befriend Negroid , Negroid Tries To Burn Down Couples Home - NNN Reporters Newsroom Forum Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire Reported by : Irika Sargent Last Update : 4/25 9 : 01 pm Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire | Local15tv.com , Mobile & Pensacola News , Entertainment , Videos , Business Search and Shopping This is what happens when you make friends with spearchuckers .",1
"http://www.newnation.vg/forums/showthread.php?p=325910 Coach Accused Of Fondling Student Student 's Mother Alerts Deputies After Finding Note POSTED : Monday , March 8 , 2010 UPDATED : 9 : 42 am EST March 9 , 2010 * * * Pedophile Alert * * * Robert Bennett. http://www.clickorlando.com/educatio...82/detail.html",0
Have you ever heard about death mask of Franco ?,0
"One day I have seen it on EBay , but I 'm not sure about authenticity of the mask .",0
Is this group in Sweden genuine or are they thieves who steal money but never send the goods you order ?,0
Can any Swedish comrades tell me about them ?,0
I must just say before this thread possibly dies that I have great fear that without action the cause will die along with the rise of multiculturatism,0
I had actualy written th epost for last summer but had to cancel my trip ... so it is 2005 !!! ok every body cool ? * L * Shann 2508,0
"LOL, ok I give up I just had never heard that specific word before and it was n't in my dictionary .",0
And since I 'm not really Sture Allén or Horace Engdahl I ca n't say if it 's in Svenska Akademins Ordlista .,0
i think some of you are a bit wrong on this one since Our Race Is Our Nation when will you learn ?,0
Do you have any figures on this ?,0
I 'm pretty sure that tens of billions are sent abroad every year even though 50 + % stays in Sweden .,0
"Hmm... let 's try again , viewing by number of asylum seekers per 1,000 population .",0
These are much more important in my estimation .,0
"For instance , the U.S. lets in about 900,000 people legally every year , while Canada lets in about 225,000 .",0
"However , in per-capita rates , U.S. legal immigration is at about 3 per 1,000 annually , while for Canada it 's about 7 .",0
"Thus , shockingly , Canada may actually achieve a non-white majority before the U.S. does .",0
"Denmark : 2.3 ( 2001 ) , 1.1 ( 2002 ) , 0.9 ( 2003 ) , 0.6 ( 2004 ) . ( assuming population of 5.4 million ) Good job Denmark !",1
Let 's see it get down to zero !,0
"Norway : 3.3 ( 2001 ) , 3.9 ( 2002 ) , 3.5 ( 2003 ) , 1.8 ( 2004 ) . ( assuming population of 4.5 million ) Sweden : 2.6 ( 2001 ) , 3.7 ( 2002 ) , 3.5 ( 2003 ) , 2.6 ( 2004 ) . ( assuming population of 8.9 million ) Iceland is at about 0.2 .",0
"Finland , however , used to be very low , but it 's now higher than Denmark and nearly as high as Norway .",0
"By per capita take-ins , Norway was the worst in 2001 , but apparently the Norwegians cracked down in 2004 and they 're now lower than Sweden 's rate .",0
Aragorn,0
That is good news When i was in Norge ..,0
The only Blacks i saw were Somalies .. and they 're a cross mix of Black and Arabs .,0
"No, it 's not possible .",0
Read the earlier posts and see that there are still lots of non-whites coming to Denmark .,0
I've seen on the web he is making a new horror film called `` it waits '' but cant find that much about it,0
I thought they agreed they wouldn t do the Salem march this year because his parents didn t want the media attention ?,0
Jag har inte själv varit med någon gång men jag har stor respekt för de som deltar .,2
"Damn, Finland is closing in on Sweden in this poll !",0
But you are most welcome anyway Ugric _ Warspirit .,0
Suomalainen totta kai !,2
i get what your saying and there are thousands of non irish here who will never contribute anything to this land .,1
The folk im talking about have been shoulder to shoulder with me for a long time and i will continue to show loyalty and respect to them as they have more than earned it 828,0
Im sorry that many people in my country are stupid .,0
They feel the need to close down a prison full of terroris / people who aided in the killing of our soldiers and scatter them all around the world. ??????????????????,0
and the Poles decide to up and leave therefore devastating the Irish economy as every man and his dog are telling us what are the potential ramifications for our welfare scrounging visitors from far ashore ?,0
"good luck NoRemorseNoRegrets , hopefully its good news about your job and lets hope you dont become another figure in a stat !",0
"I posted a thread in Stormfront Ireland the week before about english hooligans slashing an Irish mans throat , the thread dissappeared without explanation .",0
Watching those videos makes me feel like im going to explode with hatred for those creatures .,1
A feel a mix of intense hate and depression that we have let things degenerate so far .,0
From what I know they 're almost exclusively Nigerian asylum seekers .,0
"They have a few of their own shops , a food shop by the bus/train station and a clothes shop where they sell FUBU and other assorted gangsta rap crap .",0
Thanks for that Limerickpit I have put that on my planner no doubt it will be a total destoration of the facts !!,0
"During the early punk scene , he was always seen decked out in a Union flag blazer , then all a sudden , an instant nationality transplant .",0
So if a fellow white man rapes my daughter or kills my brother I should let it go because he is white ?,0
Its a disgrace my sister has been on the waiting list for 6 years and their giving away houses to these scumbags,1
Most of the info on this site is out of date but it has some interesting information on the groups/orgs that have come and gone over the years .,0
http://www.tau.ac.il/Anti-Semitism/a...-4/ireland.htm,0
"I was away for the weekend that is why I did get around to posting my blood group ( I do n't see why I should bother anyway ) BTW , I am in blood group `` O ''",0
The Church of Ireland Archbishop of Dublin has called for an amnesty for immigrants who have been in Ireland for five years or more without their status being resolved .,0
http://www.thepost.ie/post/pages/p/s...726-qqqx=1.asp,0
These people who want foreign aid increased are the same people who walk past irish people living rough on the streets and they do n't care about the old people who the government ignores .,0
16,0
"Lie, lie , lie !!!",0
Irish men are SOOOOOOO beautiful !!!!,0
"I love their darker hair , their skin , their eyes !",0
They are stunning !! * KISS * 2056,0
the article says they went into mainstream schooling so i think that must have played a role in it.the drugs were proscribed to them for health problems,0
There is an active community here - you just need to get off the net to find it .,0
Use PM to get in touch .,0
Some Natives were driving around in a truck a few years ago .,0
Nothing unusual about that except it said on the back window .,0
"`` Work harder white boy , my brother needs a new truck '' .",0
True story,0
Like I said earlier the English have been subjected to a far worse campaign of indoctrination than the rest of us .,0
I think they have .,0
I have this vision of a left christian screeching ' the meek shall inherit the earth `` as a member of the peaceful religion goes a chopping .... humour .,0
What do i know ? ?!!!!! ...,0
Why would you want to see this pollution spread further into our gene pool ?,1
Thank the Gods she has chosen to go with her own kind .,1
"I have just followed the link for the BDP , tried to check the policies only to be shown a lot of Latin that translates as total gobbledegook !",0
Hacked website ?,0
Re: What is happening in our schools ?,0
Simple truth is that sadly they are preparing them for the only future that marxism offers -,0
Don't be ridiculous !,0
"So you advocate independence , just to join another sovereign Nation ( As Wales would be in this hypothetical scenario ) ?",0
Indeed.,0
The OP has gone to sunnier climes for a couple of weeks so I 'll close this now and explain to him on his return ....,0
"is anyone else fed up with people using the so called race card against you ? if so , tell us about it",0
No I will not be buying guns and bullets .,0
And it 's not my fault the BNP is run by a gangster .,0
Yeah iam from Edinburgh and i when i was at secondary school my classes where full of blacks and pakis and half them could hardly speak english .,0
"i do this and the looks i get out of disgust are regular but i happily carry on walking and laugh them off , they think showing me a few pictures of negro kids on a poster without a burger is going to make me want to give money to them ?",0
ye i heard that one to. or ' we all came from Africa any way so why dose it matter ' ........ my answer ? ' we evolved to be better',1
yes it is dying down the only way we could beat our problem is by voting for BNP in the next election,0
Hello to all my friends here on the forum .,0
"Well , the warm weather is coming in and guess what , I now have to painstakingly endure all the offspring of these immigrants , Africans , foeigners ( Im putting them all because there is that many of them ) all playing out the front of the flats in the small garden area , screeching and shouting and their hyena pitched laughing .",1
"There is a sign up , placed by the council , stating `` No Ball Games '' , so what are they doing , yes playing football .",0
"Playing with their scooters , bikes and other NOISY toys right outside our windows .",0
Can hardly hear our tv .,0
It got so bad that I literally sat outside with our dog ( he was on a lead ) .,0
They all p * * * * d off and stayed up their end with that stupid look on their faces .,0
I sat there for 5 minutes and then took the dog for a walk .,0
"There must have been about 10 of them , all black , and others coming in to join them .",0
There was not one white child amongst them .,0
Oh yes and to round it all off we have new neighbours moved in .,0
Foreign of course .,0
I had to open the landing window earlier because the stench of their cooking was overpowering .,0
Thankyou all for allowing me to vent as I feel so angry .......,0
he wrote the truth and you dont know if he is white or not as none knows who post here is a confirmed white .,0
On the other hand point to anything he posted as not to be the absolute truth .,0
"Every time I see a black security guard they are either sat down or on the phone , they have no proffesionalism whatsoever .",1
"Yes, more homosexual degeneracy foisted upon the silent majority .",1
Dare to speak out in a country with supposed free speech and you 're labelled a bigot !,0
Absolutely ridiculous .,0
Hey I 'm not really new to browsing the forums but i 've only just got his account and have decided to become more active online and in day to day life .,0
"If you follow the cycle of water , what we drink has already been down the toilet a few times , so it 's nothing new .",0
Agree with Barrrytheanglosaxon with many points ... Oh !,0
English team are 100 % white ...,0
"And one of thing I like in football , among football fans many white patriots Right wing ultras RUS - YouTube",0
Didnt you just say we 're all going to die off anyway ... but its ok because more White people are going to replace us ?,0
Coming right up .,0
There 's sugar in the bowl and lemon on the side .,0
It 's a pleasure to make your acquaintance Madam .,0
"In light of who `` brings it up '' I would imagine that , like all their other claims and accusations , this is wildly exaggerated .",0
"Yeah, we could do with the same amount of black rapists as the Nordic countries are privileged enough to have .",1
No .,0
Rule Britannia .,0
"Yes true It reminds me of this incident Muslim Extremists Abuse Royal Anglian Troops After Afghanistan Return , Barking - London 2010 - YouTube",0
Hi everyone .... I 'm from Slovenia and I utterly hate every living muslim in this world ....... and I despise even the dead ones,1
My friend lives in Gdansk and he told me almost everyone in his city was white with the exception of some foreign students and a Chinese man who owns a dive bar .,0
There is not enough interest on either side for a re-unification to be attempted .,0
"Besides that , there 's the Transnistria issue to be solved and the hard fact that Romania simply does not have the economical power to accomplish such a re-unification .",0
"The gay issue is practically non-existent in Romania , even though the local gay NGO organizes a yearly `` pride parade '' in Bucharest .",0
"In fact , this year this `` event '' is going to be this weekend .",0
"There were never more than a few hundred people attending this parade , many of them non-Romanian gays arrived from Western Europe .",0
"For the vast majority of Romanians , gays simply do n't exist , except on TV .",0
Top ten movies banned in Ireland Ten movies that the Irish censors blocked from Ireland 's cinemas Top ten movies banned in Ireland | IrishCentral,0
I stumbled n this by accident Absolute savages and yet you will have all the liberal women saying how great multiculturalism is and we are all the same Le TÃ © lÃ © gramme - France - Montpellier ( 34 ) .,1
ApÃ © ro gÃ © ant : trois jeunes soupÃ § onnÃ © s de viol https : //www.stormfront.org/forum/t809905/,2
It's a start .,0
Hopefully they do n't get intimidated by the enemies of our land and of our freedom - those antifa scum .,1
Okay so if I go by that logic means you 're willing to give up that piece of land ...,0
"A genius , are n't you ?",0
I know much about that event because I was in that crowd that day in 2010 .,0
I could almost see myself in that video ...,0
"Thank You , Are you THEA charles Martell ??",0
"I think i heard your name on the stromfront radio , im honored .",0
God bless in either case,0
The powers that be want all Whites dumbed down with Negro blood .,1
They all need to be sent back to Afreka along with the Joos that control our politicians .,1
Liberia Awaits,0
Indeed.,0
I 'm planning to have a little gathering to remember the good old days .,0
"Some candle light , a good drink , a forbidden flag on the wall and Triumph des Willens on the telly .",0
im new on here and was just wanderin if any ladies are intrested i a good oel southernman from tennessee send me a messege .,0
Every one stop making fun of other people 's pic 's were all a white family.By the way all you lady 's on here are looking fine to bad i 'm only 16 .,0
Dusty Rhodes ?!,0
There 's a name from the past !,0
"Back in 1981 Dusty used to show up in bars in Tampa , where my band was playing , get up onstage with us and sing `` Johnny Be Good '' and `` Long-Haired Country Boy '' , the only two songs he knew .",0
First kiss was behind the church door in third grade .,0
30 years later we got married .,0
5 years later we split up .,0
Last time I kissed her .... yesterday .,0
"LOL, pillow count means nothing , there are actually five ...",0
I need them to build a little fort around me at night .,0
Ive never herd of one even actually happening but i would think that it would not last either.if you dont get along you never will. cant force it .,0
"I think I will post one , I placed my profile on Eurodate a few days ago .",0
So I 'll use the same one for the most part .,0
Thanks everybody for your input .,0
Everyone on my MSN gets all manner of pics ( ) but I 've never put any up here so here goes Some pics from about a year ago and a small anigif from a week ago heh Robin,0
new to the hole scene 20/m from connecticut make sure you find the real people and not the hole fake wp people,0
Hey thanks for the friendly welcome !,0
I was really excited to come across this site full of like minded people !,0
I was begininning to feel alone out here in SoCal !,0
"I am in kalamzoo , There are a few of us odinists in town , .",0
You like Jager ?,0
NeoFolk ?,0
"Contact me , we 'll have a holiday ... - cheers .",0
Hi All Are there any women in Texas who are proud of their race ?,0
"If so , email me or PM me .",0
I would like to talk to you .,0
Jeremy WPWW,0
i saw it on opp.now i know what your name stands for.congrats you have a nice looking boyfriend.i read opp once and awhile to see if they took my pic off of here yet and put it on there .,0
hey i definitly know what your going through. i am a reserve officer in my town just so i can bust the * * * * * * crack dealers. i have no better enjoyment than to watch one squirm before he is sent up the river. my town is mostly * * * * * * s so you already know i am a very busy officer,0
"DuetschGirlTX, No I live in a tiny ass town where i am only one of 100 white folks ( maybe less ) . near San Antonio. there are so many dirts around and they all stick together. so when it comes to a White Girl in this town i gotta have my own back ALWAYS Is that where you are ?",1
In Dallas,0
"He never mentioned anything about the lack of white women on Stormfront .... He is looking for Proud , White Women in Florida",0
thank you both of you !!!!!! maybe if i would have put on my glasses i would have found it before .... tee hee !!!,0
im 27 live in manchvagas n.h. my x girl was suposed to go and we broke up at x mass and i missed the show last yr. but not this yr. so if your a cute white women into boston oi e mail me hammerfist@attbi.com,0
The company I work for is in need of qualified help .,0
The pay is poor to fair ( you wo n't get rich ) .,0
The work involves : selling sporting goods and assisting customers with questions or problems .,0
If you are interested and capable please send brief resume to : Steeltoe69@worldnet.att.net More details will be sent to acceptable applicants .,0
Hiring someone from this website should ensure we do n't hire undesirables .,1
"Prior military experience desired , 21 years of age or more required .",0
"Thanks to all responses , Deathstar 69 * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * Mod Note : I was going to move this off the board , but I decided to leave it here with a warning instead .",0
Neither Stormfront or the moderators check the validity of posts like this .,0
All I ask is to PLEASE be careful when responding to threads like this .,0
NEVER be the first one to offer information about yourself or job history to ANYONE on the net .,0
"PLEASE , if you are interested in this position , make the poster provide you with more info before revealing anything about yourself .",0
Worker .,0
looking for proud white female in ohio for friends and maybe more .,0
26 5feet 8 inches dark blonde hazel/green eyes 155 lbs babyface,0
i think this was one of the first forums i posted in too. i do n't think it 's a standard by which to judge someone. mike,0
"I met her in person a month or two ago , she has n't been back on stormfront , I have n't even seen her on AIM lately , I 'd say email is your best hope of contacting her .",0
heil sisters and brothers lit see if this makes it I do n't care about looks I 'm a happy puppy if you are WHITE PRIDE thin you are right. if you are skin or kkkk or A.N or what ever you are We are family in this war for are gods and race stand tall and be proud to be a ARYAN 88 Goldenboy 88,0
This is from the back-file at Stormfront 's Advanced Scout forum which is solely devoted to promoting the Pioneer Litte Europe strategy .,0
Been a dream of mine to visit Iceland for years now .,0
Finally going to make it up there in the end of the summer !,0
From Norway to the Fareo Islands and then onto Iceland .,0
"I cant judge because i dont know them all , plus i think they are all good in their own way , that 's why they are moderators",0
"Tom, follow the links following this message if want to be prouductive ; otherwise we have to delete the messages of those who spread the message of non-community and defeat .",0
This is from Stormfront 's Advanced Scout forum which is solely devoted to promoting PLE - and its local militant front Legionism .,0
Large enough to have a secure border and 100 mile free fire zone around it .,0
Always a need to keep the military spear sharp .,0
This is my next read .,0
I 'm going to carefully study it so hopefully I 'll have some decent input to contribute .,0
"Shoe Bombers , crotch bombers , 9/11 and Israel has now been seen over 203,000 times ( in less than 2.5 months ) .",0
Everyone keep on spreading Dr. Dukes videos around the internet and we will soon win the war .,0
"Shoe Bombers , crotch bombers , 9/11 and Israel Created on January 28th , 2010 .",0
"YouTube - Shoe Bombers , crotch bombers , 9/11 and Israel",0
I just came in from my night job or I 'd look around a bit more .,0
But a new PLE friend in Sao Paulo introduced himself by e-mail this morning .,0
I would die for my child .,0
I would also die for the chance for our people to have a living space .,0
I've taken a few dance classes at various times and enjoy it .,0
Only problem is in the multiracial environment it means you have to dance with non-Whites .,0
"At the moment , the dance classes in my small town have all stopped .",0
"Great idea though , I would love an all White dance class WPWW",0
What are the major fish and game species of the region ?,0
"Ie : warm water fish , cold water fish , birds , big game ?",0
hahahahahaha!,0
- I always loved that scene !,0
My kinda place !,0
"I remembered a really good one : Muenster , TX. - 95.7 % White - Zero negroids Muenster , Texas ( TX 76252 ) profile : population , maps , real estate , averages , homes , statistics , relocation , travel , jobs , hospitals , schools , crime , moving , houses , news This town figured out a name that would keep the blacks from moving in ; Cut and Shoot , Texas : 85.8 % White , Zero Negros .",0
"Cut and Shoot , Texas ( TX 77303 ) profile : population , maps , real estate , averages , homes , statistics , relocation , travel , jobs , hospitals , schools , crime , moving , houses , news",0
In order to publish someone 's name openly on a SF Forum you will need their permission first .,0
Even if that someone openly uses their own name .,0
It 's for everyones protection here .,0
The only people I see the swastika attracting is the social outcast and this is repeatedly seen in each and every demonstration by groups which use it .,0
At least the NS in Sweden have the right idea and are something that Americans should look towards .,0
I think your right about the R meaning registered trade mark .,0
I cant say I have ever saw a C in A on any products I have looked at .,0
